Date,BTC,BTC Available,BTC Collateral,BTC USD,ETH,ETH Available,ETH Collateral,ETH USD
9/19/2017,12530.02,4344.57,9653.25,125059.63,149039.38,152476.47,194348.11,157917.77
12/20/2017,19532.51,8235.58,8606.28,97054.05,181010.54,164256.72,98403.28,129061.99
2/5/2018,44678.04,4795.45,2287.49,189134.98,137338.95,181982.86,187984.42,169362.52
9/7/2016,20245.04,2885.81,3298.45,88407.38,95058.2,183256.18,148063.92,109554.7
11/18/2017,5751.38,7164.6,7600.88,87598.95,189657.66,99355.96,154083.27,149931.0
1/5/2018,3436.94,4558.24,4492.85,169800.39,192783.12,,,146392.74
5/21/2018,4512.61,2956.65,2086.34,93514.83,188369.61,148481.03,135816.65,94709.74
8/4/2016,1531.29,2961.25,9826.42,139772.91,107664.0,140809.71,105650.1,124206.39
11/25/2017,6285.59,11472.2,8115.18,131934.99,189868.13,146441.29,198809.43,193042.71
5/3/2018,3091.68,6933.42,9131.46,82776.49,97700.36,112090.78,148968.68,132362.07
8/20/2016,34848.69,7245.51,3562.24,168173.93,143352.89,98564.57,166750.17,150137.23
6/2/2016,1791.03,6366.05,4273.63,141128.2,90490.56,134315.93,105234.62,88171.86
1/11/2018,28976.06,9335.79,3693.19,117064.0,161367.08,189354.0,187029.86,164478.85
7/11/2016,17784.86,9418.48,3570.44,194481.95,151511.99,,,176196.59
9/12/2016,38009.33,,,141886.0,174330.39,191490.99,171212.94,160442.93
5/19/2018,1270.65,916.99,2653.24,144771.29,97911.07,182236.14,176258.02,188941.22
12/30/2017,22383.78,10654.93,4923.0,97386.25,150411.33,195456.7,169069.53,149922.55
1/23/2018,22977.85,8552.53,9156.63,112140.0,136023.97,110518.25,155166.68,179898.24
11/9/2017,28825.75,3734.47,3908.68,156140.0,104203.76,134383.01,173140.59,165680.74
2/10/2018,16490.82,8730.12,2328.04,179066.26,181936.59,171421.57,179854.0,155080.62
9/7/2016,38876.0,10584.4,5551.17,176593.67,182816.63,172341.96,161747.0,134811.0
11/18/2016,10448.04,1163.16,4866.13,82708.01,158293.02,154065.81,169614.46,89222.52
5/16/2018,18941.4,8896.09,3637.68,106530.43,164152.53,165592.55,114063.14,170250.42
11/23/2016,17877.03,6439.11,9676.68,108596.57,133370.04,176030.24,192377.85,158319.58
10/10/2016,28359.01,6527.45,8062.89,116139.28,83734.64,,,133971.2
8/30/2016,40635.63,7069.82,3129.04,187444.1,132627.69,99358.33,145834.15,101661.41
8/27/2016,43926.89,1624.19,2556.19,145971.48,96557.83,171638.19,84034.4,192444.79
7/20/2016,44689.94,3274.3,8430.56,107824.57,102296.22,,,118680.69
5/24/2017,24055.07,8092.52,6505.57,137674.87,82536.91,86420.62,180192.57,104111.2
4/20/2017,9279.82,6471.57,8383.16,90201.19,126425.41,176588.24,96643.16,85759.28
8/17/2017,11142.27,8747.21,9591.16,135793.95,134343.75,86777.59,197135.21,144578.52
4/20/2017,32278.63,7612.56,6509.0,197936.94,118800.79,98383.97,80598.98,164608.85
8/18/2016,26633.21,1807.73,1342.75,128760.69,99504.21,147805.71,178926.97,140983.73
1/2/2017,8078.48,1696.44,7486.01,155873.4,157344.3,121034.28,190129.24,129346.99
9/10/2016,25733.67,609.64,2725.35,151689.9,189149.71,155768.55,150878.47,142410.01
8/29/2017,10777.34,2659.2,6950.62,194418.36,158542.84,129396.27,127227.77,189950.98
12/22/2017,5720.58,7333.78,6427.44,144980.11,86287.81,98701.2,82509.79,104204.32
4/3/2017,38938.68,2443.45,4959.86,177080.56,106075.56,98146.02,171280.2,149384.37
1/23/2017,1036.37,9582.17,8238.83,123664.96,136975.48,123018.75,179201.2,135477.85
4/20/2017,34046.23,8388.94,3193.25,136690.36,123292.02,135659.86,193867.44,121175.0
3/23/2018,45888.7,2415.66,5254.68,89216.44,113233.37,81217.66,98508.07,133297.03
1/6/2017,38257.82,11705.17,3956.05,172444.46,162081.96,110075.32,188324.75,88694.35
2/24/2017,34818.45,6337.74,2734.92,111835.11,97578.2,94532.07,161068.42,82114.43
6/23/2017,24549.36,6783.82,9588.95,125961.58,190234.09,110127.76,168230.95,91055.04
6/1/2016,32042.78,9809.53,9055.65,101252.85,102473.55,171545.8,128734.44,197190.55
12/17/2016,19036.1,8172.67,6066.61,119937.0,104758.46,159938.66,88402.09,84204.63
11/29/2017,22443.06,,,136522.29,178596.0,142588.24,103136.27,102019.64
2/27/2018,31894.79,10496.25,7025.81,105854.66,131865.73,151075.7,102270.58,152693.23
4/13/2017,22914.95,8182.49,4660.61,117481.39,195850.89,160346.59,164871.64,111280.82
2/15/2018,41729.74,6627.63,2374.56,114790.13,154786.93,174578.89,185722.8,127019.84
10/17/2017,10115.91,8651.17,5273.87,154203.34,116442.9,94021.09,180036.61,166142.71
5/7/2017,16420.03,8761.49,6644.21,87844.6,174782.83,144217.88,158165.74,185626.28
6/5/2016,29295.77,11441.68,6613.47,86878.46,151440.15,173738.93,100572.08,133064.1
11/17/2017,25707.29,7370.22,1620.27,158649.59,170555.38,120767.92,147224.66,91241.42
11/14/2017,27351.93,4106.41,2590.44,153331.44,165347.67,142677.81,148453.84,190052.62
3/3/2018,27859.07,8809.16,4028.78,184360.2,139012.21,112140.59,94926.62,98295.06
7/6/2017,1613.11,6161.28,1894.99,126526.23,101936.38,192332.49,175290.99,182951.43
3/20/2018,33535.35,8852.17,5856.47,188386.58,98795.06,95468.51,198207.12,194380.68
10/22/2016,36928.58,1042.6,7104.78,119879.17,146348.23,83576.01,159081.59,121990.41
9/3/2017,35702.71,11415.71,7318.14,165968.31,145261.15,194561.45,174019.15,176356.25
5/21/2018,9289.69,10577.18,4360.07,197192.36,132575.18,,,172230.45
6/16/2016,16359.71,653.52,6276.71,138263.5,196659.08,199589.58,160009.92,83327.19
6/14/2016,4129.48,8610.4,7475.89,98016.01,193623.91,173596.87,123636.77,187946.7
6/27/2017,36343.12,501.05,9690.03,178604.11,107891.66,84706.24,182438.05,87929.69
12/22/2017,35119.11,8614.98,8286.15,106853.18,105716.28,125183.51,87242.93,131460.02
3/14/2017,7651.91,2724.23,2800.23,140590.61,179865.38,81696.0,99623.56,114111.36
7/28/2017,43013.27,759.36,5642.88,81097.19,130116.33,114179.93,83211.86,172888.38
1/29/2018,27086.65,5219.87,9422.0,165340.7,140794.38,117842.1,149517.63,161086.25
9/26/2017,46530.26,,,100371.46,90083.3,174331.0,136253.18,189630.29
10/4/2016,28319.65,1090.35,1831.1,159530.0,173022.54,88715.12,184956.68,123639.65
10/12/2016,6531.27,7774.1,1936.71,117349.25,155968.08,163736.42,113741.33,120854.91
11/6/2017,5111.22,3657.24,7914.73,196837.8,164160.28,133623.09,165012.87,151859.91
9/23/2017,30471.54,3662.16,3852.12,187409.91,137778.48,,,120469.34
2/16/2017,38954.58,2291.12,2827.39,87320.2,181215.6,,,163310.36
7/23/2017,35644.78,7705.4,3507.29,165837.0,188457.56,93469.61,108694.7,118113.18
9/3/2016,14434.18,,,161878.47,184116.74,81223.35,184224.09,181856.39
9/16/2017,45890.35,4500.97,8518.58,159784.41,180296.17,95800.3,121725.97,130343.19
5/9/2017,18948.02,5002.48,8965.11,93493.31,121654.43,147148.7,126813.88,177357.28
4/10/2017,25541.3,9475.42,2723.23,152240.49,182833.9,134010.21,170450.67,191260.6
11/13/2016,42409.86,10256.43,3159.18,136032.27,148458.99,118190.75,110355.46,131701.08
4/4/2017,15883.91,6666.29,3952.53,95191.55,114843.54,143664.15,106936.13,195172.75
3/21/2018,36710.42,2969.82,8397.0,189855.69,130633.85,112384.62,84014.77,154022.52
4/22/2017,17145.46,4064.75,4258.88,149443.69,88189.98,91134.87,92207.09,164035.88
9/15/2017,45728.76,897.9,6763.27,139458.01,110098.09,150624.93,146600.47,158643.51
5/16/2017,29414.15,2553.85,6119.16,133016.07,142861.78,86460.33,188010.92,86950.94
3/5/2017,15157.13,5923.16,1768.36,120649.8,191468.83,160310.37,94006.11,81509.38
9/18/2016,33212.01,3757.39,3500.95,138422.91,196079.82,118324.14,107124.96,102749.89
4/10/2017,48025.29,9281.76,7334.9,115307.62,161224.84,113406.9,199761.62,166941.06
12/7/2016,49594.9,5857.1,4136.7,131396.76,141900.87,193409.69,136121.34,163316.0
10/26/2017,6701.48,7659.11,2987.65,160961.85,109497.28,118521.27,168324.77,173383.34
12/16/2016,17206.76,5277.08,5955.34,115151.83,137975.21,103821.22,102416.81,197870.7
3/7/2018,24930.8,,,129225.02,142125.99,126896.65,183480.0,83687.69
8/23/2016,42293.36,2025.11,3922.27,179298.61,130875.02,160595.66,169936.41,94908.71
4/17/2018,18794.81,2785.4,9069.24,190279.37,179433.42,91672.0,137383.34,184995.56
8/8/2016,38964.48,5746.96,5083.65,187275.96,121351.79,156043.09,155989.5,135421.36
11/2/2016,15174.38,9982.94,8632.34,107859.47,181612.72,162966.41,194420.92,84828.35
7/28/2017,20039.02,7796.62,5069.99,116047.48,107593.35,130499.05,167851.57,198479.52
4/4/2017,13638.63,5550.21,4377.33,194084.76,184613.77,145969.02,83850.7,194205.6
3/22/2018,40474.81,7716.73,9071.36,143773.63,196759.19,138514.37,139227.53,175317.58
12/24/2016,46110.56,11197.46,2399.48,143269.25,118611.66,173905.96,181058.47,146569.0
11/10/2017,22227.46,8552.02,3930.35,134328.86,117361.7,162717.36,190256.97,120423.66
8/26/2017,27277.83,950.62,3541.67,140679.43,112540.31,99823.87,149798.14,173829.5
12/31/2016,42513.02,2625.16,9630.82,147962.89,91664.1,141325.24,167811.79,174049.7
9/25/2017,2922.54,10443.17,1852.36,199978.0,116933.49,138713.71,100491.62,156505.82
11/12/2016,11326.19,1458.84,2011.57,150496.79,112580.34,176964.54,129269.22,130495.69
7/13/2017,22459.72,919.96,2909.0,96494.8,143355.24,123015.46,191463.04,95253.21
10/15/2016,45958.4,5771.43,3410.8,84886.85,165224.02,88539.99,192167.57,110903.49
1/29/2017,7630.35,10920.49,7258.39,170445.47,180215.25,97374.45,170672.35,108784.5
5/17/2018,45476.17,1456.52,8210.14,85032.13,150668.21,127680.43,132131.13,100589.76
8/10/2016,14399.64,10925.98,5950.92,177940.68,159565.16,148069.14,187078.49,197439.54
9/18/2017,44964.32,10369.93,7384.44,175833.79,165844.84,183545.18,154756.42,134434.05
4/20/2017,15625.63,9526.43,9848.39,122063.19,180959.78,180244.98,178693.55,82484.79
9/10/2016,14675.61,3720.58,2224.69,171864.73,101725.44,110540.92,197102.59,108510.87
5/21/2018,31825.31,1693.57,2421.06,189651.0,112770.06,116850.42,149478.86,83936.08
7/31/2017,3850.32,,,103201.03,124419.46,176638.98,103180.43,197084.03
6/16/2017,6825.32,6362.65,2380.23,109837.29,83005.16,94109.32,99105.47,185591.01
4/23/2017,27599.61,5365.96,3212.66,177291.06,85094.63,195443.92,173561.51,104267.91
7/5/2017,24605.06,1356.47,7052.72,173808.62,169734.84,194365.5,175935.56,155813.22
2/25/2018,34834.39,10475.74,5287.79,136125.22,84636.15,85473.75,196200.77,164049.28
7/14/2017,22301.83,7995.24,5398.33,98646.07,191464.24,198629.78,90068.27,91713.4
1/4/2018,11149.53,3515.38,3532.0,120723.19,149789.56,,,109170.27
4/1/2017,18746.83,9805.24,6437.68,83718.58,167049.41,198213.97,123816.39,131238.41
9/18/2016,43502.79,7913.45,4958.25,181051.73,95747.97,118827.99,174162.3,184545.71
3/3/2017,19092.56,3831.45,7148.35,140967.94,154919.22,,,170205.85
2/13/2018,2461.88,4386.48,2580.34,117860.86,151514.83,191920.56,137292.39,152816.11
3/20/2018,24412.55,5916.01,8789.11,120250.46,126550.68,196743.89,169795.05,108204.02
7/18/2017,15938.05,6271.32,8586.28,89489.54,104116.68,124412.43,162794.44,132196.26
10/25/2016,42579.7,7180.71,5396.49,85382.76,142605.55,,,140024.39
7/18/2016,35874.3,9887.38,2828.46,133453.85,84750.82,99909.48,129633.82,101631.66
10/17/2016,7725.24,,,83109.68,141852.48,145827.17,93908.1,177728.42
9/3/2017,32117.79,3561.8,2920.91,89138.93,142564.7,,,100108.91
12/9/2017,27958.05,10777.24,9396.86,127634.71,98193.23,159006.01,127133.29,107854.87
9/21/2016,14426.52,11678.3,2406.07,143191.29,88220.87,187193.84,176554.57,108828.07
6/19/2016,43957.96,,,153389.22,178732.91,195544.13,85657.74,82608.51
3/24/2018,22300.0,,,139673.97,193173.11,165830.21,169681.37,121586.99
8/3/2016,41437.69,,,96675.64,103815.94,149722.93,98098.06,144582.18
7/22/2017,24402.65,5864.31,7410.6,156891.3,82165.64,159199.31,125621.29,193850.57
12/28/2016,40147.99,9899.3,5255.54,187921.4,196596.53,100043.82,83833.06,160850.55
6/22/2016,1862.45,8555.59,1326.9,158298.59,173961.22,132009.58,157439.11,179966.77
7/21/2016,1044.07,10708.91,4515.25,147976.5,150600.93,127417.93,86748.33,127055.77
12/15/2016,28839.01,1572.91,1276.38,88998.7,103435.52,150922.93,191304.71,86490.16
11/14/2016,21242.18,1893.07,5350.56,189613.11,81797.88,129739.8,153131.62,89311.36
4/27/2017,15222.11,7570.44,5375.14,85941.38,86184.88,163774.06,164504.28,177386.21
2/6/2017,20064.42,4766.09,8102.66,149588.26,112086.76,114315.37,129887.83,169448.3
6/26/2017,10463.81,7679.52,8925.51,109630.16,145841.7,161884.99,116947.23,123157.06
5/1/2017,15368.05,,,100817.65,170864.32,81397.11,169582.84,136663.57
1/2/2017,43315.96,4649.27,6066.78,136490.05,194822.79,138864.84,128240.29,159687.79
10/10/2016,30608.68,2395.48,5336.12,162137.6,131566.1,,,183659.16
4/22/2017,24484.32,3167.76,9206.56,127221.66,90589.08,192897.75,158521.72,178175.13
5/24/2016,27812.19,7196.95,1848.67,147798.58,109124.65,,,166079.58
6/4/2016,43002.35,5588.06,3412.22,142221.61,132576.79,89266.35,87870.9,129329.47
7/24/2016,17541.44,3866.45,5326.11,175669.12,138774.98,85042.11,131240.67,108537.0
8/2/2016,48221.31,11757.25,1875.27,132683.15,92028.68,99177.4,147844.25,106409.54
4/5/2018,26488.67,6596.19,6168.01,162857.91,91368.0,96378.16,180392.06,157177.18
3/5/2018,22390.0,1000.06,7524.86,131660.61,88853.44,104277.59,178681.88,182992.69
9/6/2016,15677.47,5196.89,3825.69,141407.4,165510.86,163961.81,156052.94,187691.74
3/29/2017,39797.78,,,141721.32,173139.91,136111.56,121834.75,103223.54
5/26/2016,15334.91,1389.97,1146.85,129952.56,114093.59,,,161229.57
6/18/2016,17640.58,9749.13,1740.09,153195.53,81723.07,,,90235.96
1/14/2018,13179.0,10036.73,9669.78,169422.26,97891.06,119888.41,160738.05,88043.1
12/19/2016,18556.88,4823.92,1580.64,113029.0,169775.86,169310.85,95925.71,158107.0
1/9/2018,39399.3,4270.53,1209.24,101714.71,192364.26,96898.79,173396.77,93376.33
12/26/2017,48922.21,7890.05,6170.29,84526.63,80637.5,89864.77,198735.51,144402.5
5/14/2018,28721.18,1764.87,7487.41,182912.14,189138.43,133363.02,129038.46,127831.9
11/23/2016,5079.43,6624.07,7588.91,90529.3,93383.58,165823.03,119816.35,184521.62
10/12/2016,21080.5,8920.09,7957.82,142190.16,189725.46,109457.02,154921.29,178475.77
9/14/2017,4444.99,609.79,9331.09,154295.45,153806.11,119730.53,158637.63,114796.51
4/17/2017,16344.82,4747.44,8770.05,178149.0,169280.24,90833.89,196231.19,147951.48
2/14/2018,11340.17,5291.01,7025.78,115057.67,192437.21,103711.84,187164.71,98571.55
12/22/2017,28826.79,1004.79,1185.6,137971.59,84052.68,178527.08,86845.59,149408.76
12/28/2017,11003.22,2814.17,4092.29,174389.0,125825.09,83653.99,158401.75,190248.87
2/2/2018,14293.89,7776.62,9514.27,170872.93,142030.32,91680.04,145554.72,157234.89
12/31/2016,7805.74,,,87220.02,107997.44,105175.09,118170.36,159599.02
11/29/2016,41437.18,2852.81,5638.11,91082.26,159948.26,170996.68,110053.1,135698.36
10/3/2016,45237.56,5886.9,2226.2,159130.7,174867.26,86662.79,144292.22,140608.48
5/11/2017,14051.05,7090.06,1596.8,115964.91,199575.25,121827.39,191886.93,172454.19
3/27/2017,30462.31,9376.03,3490.92,144436.23,172968.54,,,90089.08
8/15/2016,5859.12,1658.57,9817.8,111004.13,183728.91,162081.81,94847.23,89829.31
2/2/2018,19344.22,3896.92,6758.88,144719.7,143793.32,106738.66,144367.9,116628.44
9/6/2017,27844.1,,,176566.62,140073.88,154255.76,135750.52,102766.58
10/10/2016,37581.63,11794.8,1502.38,179034.86,165252.51,191833.39,175792.43,86164.18
9/17/2016,27605.96,,,92840.26,108410.59,136478.79,166628.29,116514.56
9/17/2016,14676.16,7605.29,1493.1,121557.88,162088.49,125908.69,192271.34,95540.93
12/19/2016,37769.11,10671.58,4050.57,172213.18,82477.37,83070.56,118286.77,104057.05
5/24/2017,21152.99,5032.68,1456.49,151315.81,127073.8,80255.31,156501.21,82154.36
2/2/2017,40861.79,4287.47,7643.47,94138.35,182928.49,149728.19,118960.41,164871.0
1/20/2018,28026.75,2830.56,7149.57,119076.06,171243.0,137748.37,92526.0,136123.67
9/10/2016,33592.25,4690.73,8510.49,147543.86,141560.81,157239.1,127684.56,176452.55
8/30/2017,9858.9,937.21,8585.88,97029.02,148556.29,,,92765.05
1/19/2018,39301.28,8392.26,6985.12,186793.92,93152.8,105133.88,157489.17,187622.85
8/17/2017,10366.39,9998.01,2750.31,180565.71,187668.33,148161.2,169761.67,172785.38
1/24/2017,6179.43,9059.07,5848.08,124535.91,116426.88,177783.73,140979.95,146767.21
9/12/2016,35226.03,4421.74,7421.93,129996.76,113309.24,161718.12,90974.66,124857.05
6/27/2017,25645.79,3159.99,4446.32,181576.62,178235.02,90640.29,175914.92,130244.25
10/7/2017,24636.52,7029.02,1152.72,115959.6,187602.18,150453.02,152425.11,92818.92
7/29/2017,5437.1,11304.58,8191.86,97206.1,130616.86,177212.79,83634.04,82024.87
9/6/2017,23835.06,4964.36,9577.97,97379.33,121178.99,150936.42,192285.19,147521.21
3/26/2017,11397.47,3068.81,3457.89,166945.4,184801.91,84073.17,122677.76,142444.88
6/17/2017,24504.89,514.59,1636.33,82434.24,184406.68,159548.24,199366.61,169539.19
7/12/2016,23337.5,5766.17,2978.2,94671.03,184248.29,120078.14,148893.86,81371.31
8/26/2016,4151.27,,,186213.54,184653.22,181105.99,183049.63,187199.06
12/17/2016,32045.4,4389.03,1826.71,97527.25,180772.13,130737.65,175103.0,94756.8
8/24/2016,44798.6,627.51,2950.96,129451.94,195770.77,195749.4,85813.87,138443.17
6/1/2017,45598.67,7751.04,8645.68,151471.75,139968.65,118060.16,115798.4,189453.09
7/30/2017,46297.15,3970.75,7216.63,100800.63,174577.45,118600.42,188555.03,145211.09
7/5/2016,15353.21,8929.81,2625.78,91210.24,99722.46,86012.09,134310.91,159272.09
3/12/2017,5400.96,10940.11,7594.3,171217.99,107780.41,182792.0,109696.87,139290.42
8/23/2016,7968.78,11889.53,5844.66,91040.13,84287.79,,,126774.7
6/16/2017,29847.91,4741.22,7069.14,88649.72,140582.64,194865.49,113239.37,164194.4
6/13/2016,18370.3,5445.0,5565.3,164181.96,120365.7,177215.33,183092.99,98154.63
8/10/2017,35068.14,2052.82,2766.21,140896.4,129280.78,125469.3,198585.45,167221.73
9/19/2017,40365.38,7274.4,9093.54,192435.82,169774.91,125250.03,198557.74,181148.22
2/8/2017,43097.46,11683.64,3013.14,189270.26,148697.59,93833.6,165238.81,99012.59
6/9/2017,46965.2,5586.4,3264.07,199435.72,137073.32,115770.87,185028.03,174788.48
3/18/2018,13039.57,6088.54,4722.39,194568.66,105217.33,106255.07,142660.4,121366.95
10/18/2017,36936.99,9587.09,7715.79,104462.09,194492.34,,,190400.69
5/21/2017,16563.41,6565.12,3362.29,88633.66,164311.9,183146.63,91208.35,99253.51
1/8/2018,42234.58,5081.13,7834.42,139316.78,119547.65,120706.29,118762.17,96490.16
6/26/2017,24550.86,843.75,2383.7,130145.26,160135.18,91239.96,169210.61,92701.44
8/19/2016,23100.53,3676.05,2103.13,173734.44,84943.24,95561.8,133037.77,137084.4
11/22/2017,3689.58,7912.73,6541.85,186016.67,167852.7,194427.71,180784.29,135195.98
10/18/2016,23089.56,3220.05,4496.48,93233.87,131408.5,128927.42,108946.67,92438.04
9/3/2016,45055.13,3465.31,4183.28,101685.82,88066.76,126683.22,161130.13,160802.66
10/28/2017,14655.13,5345.7,5757.83,170503.81,187942.08,85768.88,143713.61,152995.55
5/21/2018,4377.75,5140.8,4208.98,115553.26,132675.67,90690.93,180190.53,162740.67
9/1/2017,8016.71,2485.87,4998.69,103778.51,128858.87,127347.0,161748.93,178956.41
6/10/2016,30718.46,11309.94,4909.24,110782.42,94363.24,106738.91,88166.89,129658.14
6/24/2016,13665.14,1065.7,9276.01,124247.67,98850.91,83844.38,169692.8,162376.78
1/15/2017,22403.03,8590.43,9202.6,199334.83,196117.49,172163.99,154335.06,107883.57
10/14/2016,33384.23,7034.12,4127.15,93322.35,195312.63,80508.21,104911.23,82057.67
4/2/2017,40963.42,979.76,8084.02,138503.63,105942.93,170300.92,140796.73,97553.64
8/1/2016,38211.5,10967.1,4131.28,115978.39,174347.92,163902.0,176973.08,89667.33
4/11/2017,3316.41,5634.15,5851.71,190677.47,129050.27,171459.55,162496.78,111434.34
2/8/2017,31593.23,6677.23,4029.54,96231.5,81380.06,199236.91,105090.81,107162.29
10/15/2016,32718.61,6104.87,2437.88,190563.25,104403.76,167500.1,121628.13,140753.1
9/30/2017,33748.0,10659.6,9702.12,173689.94,82059.13,91943.49,160784.83,124997.86
5/31/2016,40091.23,4861.13,6242.36,185256.34,97959.06,167259.58,143857.62,101764.52
5/3/2017,43052.0,6062.52,3484.23,115890.55,113198.94,185852.21,146184.56,111750.7
8/16/2016,38366.04,4249.39,6872.75,154291.39,112501.05,144275.0,161106.62,126897.38
8/10/2017,41280.99,7951.17,9656.11,95074.12,183863.93,167604.58,121318.66,190242.62
6/3/2017,48980.54,3008.56,9599.12,120893.13,105459.77,166879.64,193151.44,194725.35
5/21/2017,40946.89,11623.84,7905.47,123592.98,133496.6,116335.66,81022.37,181916.67
11/20/2017,31434.73,2299.99,8670.41,181401.45,108702.89,,,130389.87
6/3/2017,4559.16,,,140394.31,118986.07,156867.63,89268.24,199641.75
3/4/2018,13695.92,2394.72,5292.28,195797.81,171384.32,157791.51,189610.98,108886.89
12/19/2016,26842.25,2368.87,1328.69,97339.26,183823.67,109322.43,133756.18,131113.13
3/17/2018,3106.22,3186.37,5869.9,122954.9,115351.68,161933.04,143667.72,108992.49
3/2/2017,37234.96,3644.93,8987.99,120183.87,92229.93,,,87565.9
10/30/2017,19333.23,2489.35,8090.14,186924.42,167084.78,163597.19,166064.01,167547.66
11/6/2017,20228.26,5468.2,1948.62,99421.58,129843.11,150164.21,152678.88,82598.89
6/5/2016,2163.14,8693.58,1350.64,194101.05,80009.98,167396.03,180164.45,185521.51
6/23/2017,45431.61,9522.98,8880.7,118417.11,147408.39,187264.76,167689.74,119862.2
5/9/2017,40914.01,11735.98,6356.04,188768.84,106207.89,150946.26,197560.39,94518.58
10/23/2017,21068.74,4898.88,2672.46,91394.52,191415.61,159026.82,126976.96,99382.42
10/23/2017,26804.29,,,143120.03,192575.39,199817.06,149382.81,172123.66
1/1/2017,39819.97,1290.54,1130.94,124263.4,103381.86,137027.21,146404.13,113310.57
2/13/2017,49719.15,11004.39,5336.17,150676.83,195772.59,103003.6,130505.54,154527.26
2/15/2018,47994.63,7343.95,2650.58,129794.39,145690.91,136959.9,180805.05,131218.68
11/6/2017,47323.63,2818.69,5270.03,105885.6,158209.75,109835.62,113691.66,99942.77
12/21/2016,25545.76,3553.62,8364.67,93054.56,115570.12,113316.58,97072.54,97873.64
5/17/2018,32957.9,9014.75,3796.24,146208.21,83427.81,132554.81,143184.86,157268.41
2/17/2017,45333.7,10819.26,2988.11,160845.25,181782.3,110997.13,192763.43,164802.21
3/23/2018,29943.65,4892.17,7491.27,156341.26,154579.2,174131.76,102760.68,136179.9
3/16/2017,27215.96,11071.01,4797.24,194468.14,175685.27,118129.69,143798.08,98317.55
2/26/2018,14111.56,6430.26,6036.44,122112.8,137338.24,,,85100.58
10/11/2017,32655.58,5690.29,8905.83,125093.33,167262.19,161622.0,154261.28,84842.12
5/12/2018,39958.73,5272.76,3333.73,154590.55,128399.17,193075.42,119474.38,131501.38
6/19/2016,47700.29,5680.98,3904.07,85971.48,80092.66,121683.37,189684.56,86327.71
2/11/2018,2032.8,3381.96,7687.5,133252.09,81542.06,186270.36,143092.54,197652.68
4/11/2017,45792.11,4636.86,6571.41,148330.38,182596.84,,,139147.46
9/21/2016,49476.4,3682.21,9687.61,179163.76,181587.24,167598.0,189788.1,148650.6
4/23/2018,4707.03,,,148784.62,132356.21,191642.37,174984.9,119215.98
5/28/2017,10266.32,8790.99,4161.0,116227.44,125827.02,105009.01,151042.18,188674.82
2/20/2017,32320.94,10005.64,5350.54,120143.98,198633.92,88055.25,153568.92,168550.45
2/5/2017,28529.11,10503.49,3559.64,83419.48,139324.8,118113.32,149329.67,112869.23
1/12/2018,17194.73,1837.04,3692.57,136248.0,120290.0,195682.85,109986.64,94296.08
3/29/2017,2190.17,2587.83,3648.85,132860.89,111255.1,193196.79,164563.25,194079.45
4/26/2017,36089.84,947.94,6686.58,95287.81,138954.91,119652.53,176939.55,99920.45
5/13/2017,26688.28,11932.35,2368.87,118945.38,175843.13,133100.45,183712.4,191719.33
7/17/2016,35910.05,1198.64,1895.46,130693.66,148067.61,130257.52,116731.64,89622.69
12/15/2017,3021.25,10369.19,9178.47,187538.04,123534.77,147410.87,103145.52,182430.82
10/1/2017,38297.88,4557.68,6017.14,197708.33,168621.57,170388.47,108951.63,184004.17
11/25/2017,7356.39,,,127463.35,157805.76,194224.41,125909.05,132755.57
3/22/2018,22505.86,6500.22,8371.25,178404.0,144066.16,193350.7,148709.91,159277.07
9/5/2017,16699.14,1697.56,2259.12,89870.49,93123.92,93905.78,128800.31,184559.32
9/13/2016,39092.84,8885.37,9851.85,150487.2,91909.87,83827.48,154076.11,99999.49
10/3/2016,44357.68,794.3,4257.06,126474.19,102043.56,155769.29,127710.59,91839.63
7/24/2016,9570.43,7816.39,2927.98,127599.33,83187.06,91317.54,124643.59,83474.77
3/2/2018,44750.37,8376.68,1555.02,102059.93,98967.41,168399.56,133766.15,139639.55
9/14/2016,1837.13,9547.41,4847.58,151887.12,193886.05,128270.59,94391.18,93906.54
12/23/2017,44182.66,11046.01,4553.02,113696.39,94818.72,104928.88,89087.12,173455.76
5/21/2018,23951.84,9126.54,6978.06,98152.87,87755.12,157605.22,81777.49,130312.6
6/15/2016,9686.44,6497.08,9415.0,84287.0,101992.3,188374.74,138555.71,116172.81
6/2/2016,19144.14,1960.1,8991.27,175646.96,175431.4,135404.07,192698.43,134049.55
2/15/2017,38403.78,11380.16,2454.29,146532.88,199164.48,137699.62,109466.49,191270.42
9/2/2016,18708.59,7575.81,2497.54,146987.66,87931.39,80172.48,146717.44,180448.93
5/30/2016,26097.11,3445.37,4583.83,166304.92,175808.55,191192.87,136305.64,195201.0
3/20/2017,47760.75,4466.36,5388.84,107574.27,189951.97,189668.01,127316.06,187989.88
9/15/2016,36660.09,3522.24,2492.66,122594.2,177839.97,95767.63,183780.68,90775.78
4/15/2017,29513.74,4086.96,1436.39,108266.28,117115.68,85297.0,143626.17,139950.87
1/21/2018,43069.12,5003.56,7446.67,193199.21,189863.22,84275.16,164504.61,122346.73
3/2/2017,17247.88,5400.24,2454.4,197021.7,94927.48,197453.93,161897.56,192006.05
8/28/2017,13800.7,10456.75,3759.06,104524.09,147636.89,96680.05,81087.06,143875.75
10/4/2017,48140.59,4854.84,2451.97,141892.37,173194.28,145905.13,117710.22,167249.91
